train_l2,test_l2
0.32275793904066086,0.13918263018131255
0.11080152785778045,0.11860965311527252
0.08099135345220566,0.12651602268218995
0.079914853900671,0.06371696680784225
0.061576627373695375,0.10499302744865417
0.06419316560029983,0.0949233740568161
0.05353995144367218,0.07784111678600311
0.06901783853769303,0.05229088544845581
0.04600667628645897,0.04417237997055054
0.05349181234836578,0.08741851687431336
0.06417523330450058,0.05033501550555229
0.04783162593841553,0.061304783821105956
0.047578218281269076,0.05472597360610962
0.045257072925567625,0.03876389563083649
0.03659458711743355,0.049643348753452304
0.04972036823630333,0.05181006371974945
0.047617882788181305,0.04730329960584641
0.04364109489321709,0.056964684128761295
0.040207948863506315,0.046004010885953905
0.043413630723953246,0.03967258453369141
0.04292337092757225,0.05215462386608124
0.0470865775346756,0.04111830338835716
0.031093190521001814,0.03645668387413025
0.034729653477668765,0.04774689018726349
0.03549670761823654,0.04000653728842735
0.03602208870649338,0.028757582008838652
0.03533471396565437,0.05890675038099289
0.03505765651166439,0.044983168095350266
0.0389351989030838,0.037416116297245026
0.037725176364183426,0.07237611174583435
0.042169504553079606,0.04933952569961548
0.04383471792936325,0.06300986140966415
0.03355701556801796,0.037498849183321
0.04028747215867043,0.04409630179405213
0.035735072463750836,0.048985625803470614
0.035116207867860794,0.03738533496856689
0.03228525967895984,0.029707025587558746
0.02818038332462311,0.03857140630483627
0.03626400551199913,0.04841124206781387
0.030388156712055206,0.06373578786849976
0.03212314528226853,0.03481581911444664
0.033088758826255796,0.052307650446891785
0.04279136249423027,0.033955519199371335
0.03395514553785324,0.04439379021525383
0.030170417308807373,0.032338178008794786
0.03237309163808823,0.03399040475487709
0.02674111294746399,0.03278237760066986
0.03037071943283081,0.043532753586769106
0.0311184508651495,0.028258581906557084
0.029084137231111525,0.03024071976542473
0.033372790560126306,0.024344871342182158
0.028825660660862923,0.024919681251049042
0.023737650781869887,0.024377564340829848
0.029645083606243135,0.03352456301450729
0.031071898221969603,0.030145030170679092
0.03245657142996788,0.031478550434112545
0.02667969509959221,0.02441437855362892
0.025177823007106782,0.029277865290641785
0.027538977682590483,0.03763717114925384
0.03459207430481911,0.044084100425243376
0.02889150431752205,0.04196005821228027
0.029497650265693665,0.04850213661789894
0.03227209948003292,0.0369721707701683
0.025331151410937308,0.022741881459951402
0.0253387718051672,0.02626234486699104
0.03182429423928261,0.029899844974279402
0.028241115391254425,0.02636700451374054
0.028380185931921004,0.058502821922302245
0.029588519692420958,0.026812276244163512
0.030078811526298523,0.036938207894563674
0.029375554576516152,0.026502882689237596
0.023646076276898385,0.05538214534521103
0.02974083636701107,0.05630070596933365
0.02850351357460022,0.0349626225233078
0.024892044484615326,0.03490082591772079
0.024348726972937582,0.022604679763317106
0.020497063651680945,0.02522156223654747
0.029060444310307503,0.034115868657827376
0.02832561571896076,0.0305448342859745
0.024948469802737235,0.027523204684257507
0.02561000695824623,0.036707675755023955
0.026437833040952683,0.03447006270289421
0.021588040873408317,0.03189774081110954
0.03197801093757153,0.030371292680501937
0.024456194534897804,0.033700612187385556
0.02391116550564766,0.034517597407102585
0.02633693566918373,0.047130484282970425
0.02926836296916008,0.02889014109969139
0.02276296065747738,0.023025913387537
0.03021113795042038,0.029734233766794203
0.027313930988311766,0.023212492913007737
0.026235381677746774,0.03027793377637863
0.027523318529129027,0.024908178374171256
0.022550273597240447,0.031268026232719424
0.023268003791570662,0.03296728789806366
0.02432130017876625,0.023478359133005142
0.023134258925914763,0.034633720815181734
0.021256047427654266,0.027598422020673752
0.026258162677288057,0.05294636517763138
0.02747164697945118,0.03179545983672142
0.01634799565374851,0.024082273095846176
0.015288357198238373,0.016865627616643907
0.013482603907585143,0.016213700845837592
0.01326036561280489,0.021951314359903336
0.012923565074801444,0.01683389402925968
0.012341717563569546,0.015688749328255654
0.01338725833594799,0.024069635719060897
0.013886024251580238,0.018320346027612688
0.015599223159253597,0.0227050156891346
0.013201110072433948,0.015961129292845724
0.01065579677373171,0.01575514644384384
0.014267613515257835,0.018241552039980888
0.013932095855474473,0.018307742923498155
0.013549637392163277,0.03331236690282822
0.014898365259170532,0.017719727158546448
0.012974700510501862,0.015024504438042641
0.012359748914837838,0.0202410127222538
0.01229252502322197,0.018646822273731233
0.013294355981051921,0.02003240942955017
0.013741101920604706,0.02564197584986687
0.013778354287147522,0.014856511428952217
0.01413783322274685,0.017152168229222296
0.013775821156799792,0.018952603489160537
0.01336212520301342,0.017556569650769235
0.010936384335160256,0.016821897998452188
0.01369305384159088,0.0151772341132164
0.012062021091580392,0.014327060952782631
0.014419093295931816,0.02135527044534683
0.012439316838979721,0.02061253145337105
0.01512393656373024,0.02935689628124237
0.014768485635519028,0.018201097697019577
0.012242181822657586,0.01445316269993782
0.014100784435868263,0.01563383311033249
0.011994280979037285,0.019826571941375732
0.01175499691069126,0.014737840369343757
0.012787474438548089,0.018832455426454543
0.013166848674416542,0.018313276320695876
0.014310479171574115,0.017718357592821123
0.010844036228954792,0.015545913502573967
0.011091485768556595,0.016477661356329918
0.01396618440747261,0.02097288891673088
0.014193762704730033,0.019157344698905943
0.014233548663556576,0.01978431433439255
0.0115593516305089,0.015777929052710533
0.01076249971240759,0.014383977875113488
0.014262300208210945,0.019704607278108598
0.012833091616630554,0.020294434875249862
0.013927096351981163,0.03875981450080872
0.01716993395984173,0.018821188881993293
0.013044226616621017,0.017643940225243567
0.012190815553069115,0.018273336291313173
0.01301192056387663,0.018325936421751975
0.01453693927079439,0.01650830179452896
0.012399721585214138,0.013400469049811363
0.010262578219175339,0.02066377818584442
0.011610431246459484,0.016470346227288248
0.01083502696454525,0.01666644647717476
0.013887611404061317,0.02006634920835495
0.013246393099427224,0.01743456393480301
0.013113220870494843,0.022073257341980936
0.014109663717448711,0.021259874776005744
0.013403872951865197,0.018159303814172745
0.012973843470215797,0.017564595267176627
0.013962361589074134,0.020052176713943482
0.011301243618130685,0.014912804439663887
0.011239708364009858,0.01606032833456993
0.01559398490190506,0.023915125429630278
0.013310027927160264,0.02261880561709404
0.013226803489029408,0.014508011043071747
0.014017496682703495,0.017308500185608863
0.013667145043611526,0.029460290819406508
0.01517832362651825,0.019313766360282897
0.013122597694396972,0.013821423277258873
0.011949448056519032,0.018700781837105752
0.012514507308602332,0.021444070488214492
0.013140779122710227,0.017312255203723908
0.011085573427379132,0.01760702073574066
0.012132806546986103,0.01816882744431496
0.013155940607190133,0.031383462399244305
0.015400222554802894,0.016563459783792495
0.01185983693599701,0.022416700795292854
0.015397029623389244,0.017672997862100602
0.01268277096748352,0.017220699936151506
0.01223034680634737,0.015920640379190446
0.01156585419178009,0.017585443779826165
0.010551111757755279,0.015104668959975243
0.01191871789097786,0.01508176326751709
0.014009968526661396,0.017252481654286386
0.011108337916433812,0.018386176228523253
0.012219826988875866,0.017651519775390624
0.01131131736189127,0.017709851264953613
0.011851943120360375,0.013897398635745049
0.010467069208621978,0.013874054849147797
0.011744902081787587,0.0152852001786232
0.010384165644645692,0.015566058978438378
0.01452869100868702,0.016505766212940216
0.01161410240828991,0.023394782841205598
0.012427369743585586,0.026325832605361938
0.012563845843076706,0.018268686607480048
0.010562037184834481,0.013516576960682869
0.007193780086934567,0.014744606986641883
0.006860495060682297,0.012082215771079064
0.006577291525900364,0.011427546441555024
0.006031592063605785,0.01275463156402111
0.006522305946797133,0.012841101437807083
0.006251602195203304,0.012048586234450341
0.00637563032284379,0.011368167474865914
