train_l2,test_l2
1.0310098114013673,1.1318298625946044
1.0150137920379638,1.0615512990951539
1.0071915645599365,1.001861696243286
1.0068777961730957,1.012534818649292
1.0139133195877075,1.0837476825714112
1.0089554390907287,1.0093943643569947
1.0012002363204957,1.0018270444869994
1.0032015008926392,1.0176083278656005
1.0073045682907105,1.0223711919784546
1.0039038333892822,1.0049815034866334
1.0041417751312256,1.0051008892059325
1.001376456260681,1.0021594858169556
1.0027005577087402,1.0118262434005738
1.001351194381714,1.0017894983291626
1.0001945314407348,1.00835177898407
1.0013555450439453,1.0023087024688722
1.0005405683517457,1.0023906087875367
1.0000303058624267,1.0017687702178955
1.0004596786499023,1.0020815992355347
1.0016778135299682,1.0029725742340088
0.9997108488082885,1.0077117919921874
1.0001876611709595,1.0017254638671875
1.0000312128067017,1.0018368244171143
0.9996130571365357,1.0255515336990357
1.0007556276321412,1.0138820171356202
0.9990554733276367,1.0021223735809326
0.999805965423584,1.0023150110244752
0.9999258394241333,1.0051212215423584
1.0014662857055665,1.0021896362304688
0.999599347114563,1.0022698974609374
1.000014344215393,1.002529273033142
1.0011788263320922,1.006226930618286
0.9998504476547241,1.0018335580825806
0.9999467859268188,1.0160547924041747
1.0008811521530152,1.0059576320648194
0.9996872997283935,1.0059336709976197
0.9998177680969238,1.0020380544662475
1.0003095417022705,1.0144944953918458
1.0007876996994018,1.0063320207595825
0.9997852120399475,1.0023370885849
1.00006796169281,1.002547779083252
0.9996876230239868,1.0036750745773315
0.9995239334106445,1.0040018272399902
0.9995684242248535,1.0019050741195679
0.9996691956520081,1.0037781667709351
0.9996378402709961,1.0073337316513062
0.9997438497543335,1.0022544193267822
0.9997375416755676,1.0045288610458374
1.0004704399108886,1.0153254604339599
0.9995392932891846,1.0028056240081786
1.0001258516311646,1.002945189476013
0.9998280038833618,1.005694398880005
0.9997942371368408,1.004163203239441
0.9997078227996826,1.0056254196166992
1.0000686817169189,1.0019416093826294
0.9999302606582642,1.0017294120788574
0.999520359992981,1.0051672554016113
0.9998313484191894,1.0034924936294556
0.9996128587722778,1.0019259977340698
0.9995451354980469,1.0053999423980713
0.9993950538635253,1.002671136856079
0.9991173067092896,1.0020335245132446
0.9995965414047241,1.0079377508163452
0.9996714906692505,1.003855710029602
0.9994208116531372,1.0108106231689453
0.9997592959403991,1.0080935907363893
1.0004674363136292,1.0030660676956176
0.9996671576499939,1.0018646574020387
1.000167715549469,1.0019242286682128
0.9992261199951172,1.0063021326065062
0.9993405742645264,1.0030705738067627
0.9993370571136475,1.0056131267547608
0.9995724248886109,1.0018973779678344
0.9994168004989624,1.00536150932312
0.9995273342132568,1.005601406097412
0.9993074731826782,1.0050859212875367
0.999516833782196,1.0035808372497559
0.9993894739151001,1.0040895700454713
0.9994681515693664,1.004844012260437
0.9999149656295776,1.0087082529067992
0.9999280395507812,1.0053066873550416
0.9993498888015747,1.0030981588363648
0.9993521327972412,1.0041460847854615
0.9996127824783325,1.0037721109390259
0.999500114440918,1.0032020282745362
0.9994495983123779,1.007319393157959
0.9999890270233154,1.0056829643249512
0.9998266744613648,1.006604142189026
0.9994000225067139,1.0034043312072753
0.9993981828689575,1.003923273086548
0.9993147602081299,1.0041461753845216
0.9995244941711425,1.0052199935913086
0.9995207052230834,1.004242835044861
0.9992960500717163,1.0051768493652344
0.9993236765861512,1.0031303405761718
0.9995016164779663,1.0030890226364135
0.9993781843185425,1.0041373538970948
0.9992695455551147,1.0031400299072266
0.9996549687385559,1.0023612117767333
0.9994685735702514,1.0036662006378174
0.9992550249099732,1.0030250215530396
0.9992896680831909,1.003892822265625
0.9992411317825317,1.0038288354873657
0.9995034389495849,1.0037508630752563
0.9991720209121704,1.0048143434524537
0.9991918716430664,1.0038812732696534
0.9992354249954224,1.0039814949035644
0.9992300305366516,1.003728723526001
0.9992195625305176,1.0035526037216187
0.9993009243011475,1.0039509010314942
0.9992784414291381,1.0030881357192993
0.9993599290847779,1.00335693359375
0.9992246971130371,1.003698811531067
0.9993140211105347,1.0035840559005738
0.9992314820289612,1.003662610054016
0.9992146997451782,1.0041397523880005
0.999244671344757,1.0037228155136109
0.9993466367721557,1.004216070175171
0.9993229904174805,1.0043419694900513
0.9993743333816528,1.0043106937408448
0.999247624874115,1.0042964315414429
0.9992666072845459,1.0045256233215332
0.9992279243469239,1.0042184448242188
0.999280900478363,1.0040424346923829
0.9992343206405639,1.0039197349548339
0.9993609170913696,1.0057360744476318
1.0080115456581116,1.0017231178283692
1.0016766986846923,1.002642731666565
1.0007903547286987,1.0038250160217286
1.0008611545562744,1.004981746673584
1.000722375869751,1.0017176580429077
1.00090163898468,1.002597723007202
1.0004909405708313,1.0018848991394043
1.00009925031662,1.0030596685409545
1.0008016653060914,1.0017198133468628
1.0018454427719117,1.0019376707077026
1.0004314403533936,1.0024836826324464
1.0003221292495728,1.0069718265533447
1.0000270223617553,1.0052486276626587
0.9999990105628968,1.0046662759780884
1.0003059730529784,1.002793140411377
0.9999503540992737,1.0039627838134766
1.0003794527053833,1.008459906578064
0.9993477897644043,1.00213604927063
0.9992552666664124,1.0073303842544556
1.0004227848052978,1.002452964782715
1.000188938140869,1.0065872192382812
0.9998000040054321,1.0034101343154906
0.9998441514968872,1.003539538383484
0.9994786424636841,1.0052290105819701
0.9994773874282837,1.0030571699142456
0.9995261192321777,1.0066814565658568
0.9996376128196717,1.001980757713318
0.9995195379257202,1.0036969900131225
0.9996397504806519,1.0018205213546754
0.9994418001174927,1.0062443542480468
0.9993149237632751,1.0018035936355592
0.9996406459808349,1.0040325546264648
0.9994624013900757,1.0022881364822387
0.9995768575668335,1.0035937786102296
0.9996461420059204,1.0017366552352904
0.9995992136001587,1.0021126413345336
0.9994634065628052,1.0028437995910644
0.9991942672729492,1.0065555143356324
0.9992278199195862,1.0017056465148926
0.999503894329071,1.0062017011642457
0.9995496978759766,1.005408811569214
0.9994199829101562,1.0020397901535034
0.9999364366531373,1.0027554798126221
0.9997039365768433,1.0028658246994018
0.9993077745437622,1.0029947710037233
0.9994481134414673,1.0055110788345336
0.9997616300582886,1.0041019058227538
0.9994039754867554,1.0037653350830078
0.9997411608695984,1.0030609560012818
0.999655291557312,1.0042642974853515
0.9993316211700439,1.004529857635498
0.9993094339370727,1.0033746767044067
0.9994874095916748,1.0052916812896728
0.9996864676475525,1.003151249885559
0.9993566374778747,1.004955644607544
0.9993648557662964,1.004874963760376
0.9997024388313294,1.0043425369262695
0.9998266258239746,1.0033337354660035
0.99936168384552,1.0037873840332032
0.9994381365776062,1.0034721040725707
0.9992357635498047,1.0044217967987061
0.9992654027938843,1.0043620491027831
0.9994141745567322,1.0052422761917115
0.9994078145027161,1.0046081399917604
0.999257119178772,1.0040635633468629
0.9992350635528564,1.0047229576110839
0.9993515472412109,1.0047780179977417
0.999210379600525,1.0030792903900148
0.9993754649162292,1.0036700344085694
0.9994238805770874,1.0049229669570923
0.9995304212570191,1.0052816581726074
0.9994426779747009,1.0051382875442505
0.9992600841522217,1.0039608335494996
0.9991865310668945,1.0040045022964477
0.9992099390029907,1.0037727165222168
0.9992555341720581,1.0035117435455323
0.999182960987091,1.0042483043670654
0.9992100982666016,1.0040031623840333
0.9992682514190674,1.0039660358428955
0.9992516784667969,1.004068260192871
0.9991978883743287,1.0036602210998535
0.9992071676254273,1.0040986394882203
0.9992249302864075,1.003987283706665
0.9991678533554077,1.004135355949402
0.9991813516616821,1.0039943361282349
0.9991952695846558,1.0043785715103148
0.9991791882514953,1.0041733551025391
0.9992175183296204,1.0038456106185913
0.9991728887557983,1.0041063261032104
0.9991710042953491,1.0041153573989867
0.9992555122375488,1.0036209535598755
0.9992350769042969,1.0040047407150268
0.9991863894462586,1.0040519666671752
0.9992178239822388,1.0041663885116576
0.9992209692001343,1.0038696146011352
0.9992224836349487,1.004156813621521
0.9992010946273804,1.00400860786438
0.9992012414932251,1.0040718555450439
0.9992524347305298,1.003574628829956
0.9991959972381592,1.0037132501602173
0.9992424468994141,1.0041909074783326
0.9992787322998047,1.0040513896942138
0.9992444896697998,1.003966178894043
0.9992465448379516,1.0039449310302735
0.9992040829658508,1.0038799142837525
0.9992426042556762,1.0039097356796265
0.999211139678955,1.0040769624710082
0.999072295665741,1.00183509349823
0.9994639148712158,1.0043032550811768
