train_rl2,test_rl2
0.9846464768052101,0.9712780565023422
0.9595675617456436,0.9382017850875854
0.899715319275856,0.8473759442567825
0.7814188674092293,0.7068784534931183
0.6224399507045746,0.5254166722297668
0.47265965677797794,0.40352610498666763
0.38788335397839546,0.340062215924263
0.33640710450708866,0.3306494802236557
0.304270975291729,0.29429277777671814
0.28120821341872215,0.27486785873770714
0.2590877702459693,0.2516432888805866
0.23680292814970016,0.22007891535758972
0.21828665491193533,0.1945069320499897
0.19097051676362753,0.17749614268541336
0.17449178732931614,0.18042822927236557
0.16699146386235952,0.15690938010811806
0.15666786674410105,0.15584266558289528
0.15874199196696281,0.16070092469453812
0.15354599803686142,0.15453633293509483
0.14666105899959803,0.14488105475902557
0.1492282310500741,0.1500660665333271
0.14702956564724445,0.14143524691462517
0.14567257277667522,0.1439533270895481
0.142193085514009,0.14468461275100708
0.14301959984004498,0.14381343498826027
0.14510777685791254,0.13689429685473442
0.13902687188237906,0.1382480263710022
0.14012247137725353,0.13522280380129814
0.1361227286979556,0.1351903211325407
0.13533211313188076,0.1350484862923622
0.1337509099394083,0.14360680803656578
0.13309330074116588,0.13265058398246765
0.13441301975399256,0.13641070574522018
0.1327390233054757,0.1326356828212738
0.13575540203601122,0.13349423184990883
0.1286424952559173,0.12792592123150826
0.12660500220954418,0.12735944241285324
0.12887853290885687,0.14159266278147697
0.13525118120014668,0.1272948570549488
0.12724322453141212,0.121737290173769
0.12553339777514338,0.12748121842741966
0.12140270508825779,0.1278335265815258
0.12437202595174313,0.12120322324335575
0.1217793645337224,0.11815828830003738
0.12208110885694623,0.11848094873130322
0.12241027085110545,0.13039694726467133
0.11974173178896308,0.12176480889320374
0.11810002662241459,0.11633295007050037
0.12516382290050387,0.12009523436427116
0.12114044046029449,0.11558240093290806
0.12206410337239504,0.12429717555642128
0.11811701068654656,0.11921383254230022
0.11654058145359159,0.12172150984406471
0.11915762769058347,0.11182588338851929
0.11622424749657512,0.11948450841009617
0.11288809590041637,0.11101893335580826
0.11193885887041688,0.11685742996633053
0.11185127450153232,0.11880588345229626
0.11645585717633367,0.12255395203828812
0.11123343696817756,0.10836088098585606
0.11002575885504484,0.11103450506925583
0.11309070745483041,0.10802946239709854
0.11394065618515015,0.1087701041251421
0.11424544407054782,0.11550912447273731
0.10929236328229308,0.10728689655661583
0.1140993544831872,0.10624168440699577
0.10913966735824943,0.1077746283262968
0.10924326255917549,0.10453032329678535
0.10734618827700615,0.11446233838796616
0.11019633337855339,0.11725790053606033
0.10821701306849718,0.10852900519967079
0.1082634381018579,0.10512030497193336
0.10778965381905437,0.1067060511559248
0.10744759859517217,0.11664115823805332
0.10685006901621819,0.11132357083261013
0.10603573871776462,0.10133597254753113
0.10610209498554468,0.11543413624167442
0.10722245927900076,0.10245240665972233
0.1063494747504592,0.10759994387626648
0.10217710677534342,0.10710818320512772
0.10287101194262505,0.11963996104896069
0.10515111358836293,0.10016962140798569
0.10261044418439269,0.09789934009313583
0.10253184894099832,0.09822898730635643
0.1018138094805181,0.09716572239995003
0.10346872685477138,0.10037588700652122
0.10157887684181333,0.10097173042595387
0.09991223691031337,0.09980813041329384
0.10126545187085867,0.10343672707676888
0.10116049088537693,0.10466449148952961
0.09870062069967389,0.10899290069937706
0.09843718819320202,0.10021082125604153
0.09719815757125616,0.10249119810760021
0.10168990679085255,0.09300210326910019
0.09954452980309725,0.11833821050822735
0.09974134666845202,0.09269305504858494
0.09712288808077574,0.09248771704733372
0.09507498284801841,0.09281691163778305
0.10042799124494195,0.09636710956692696
0.09452010318636894,0.09016851522028446
0.09434109786525369,0.11691833101212978
0.09672082029283047,0.1024018693715334
0.095828577876091,0.09064527228474617
0.09430102398619056,0.09893156029284
0.09302926948294044,0.08742385357618332
0.08959987619891763,0.10506130382418633
0.09687607735395432,0.08628999814391136
0.09663059888407588,0.09856978431344032
0.0907364240847528,0.10291456617414951
0.09017727989703417,0.09382986836135387
0.09762127976864576,0.08513320796191692
0.09312990307807922,0.09235356375575066
0.09078649571165442,0.12774642370641232
0.10786932008340955,0.08362143859267235
0.0898467693477869,0.09997045993804932
0.08940592547878623,0.0876718070358038
0.08755186153575778,0.0876710619777441
0.08689049258828163,0.09483345411717892
0.08852342376485467,0.08899315074086189
0.08645001938566566,0.08463902957737446
0.08609769167378545,0.0972084179520607
0.08811211585998535,0.08624273166060448
0.0849355491809547,0.08372925594449043
0.08619089378044009,0.09331429190933704
0.0873928926885128,0.0853714793920517
0.08416822273284197,0.08216842822730541
0.08436328545212746,0.08425388298928738
0.08277645008638501,0.07704998552799225
0.08020193921402097,0.09922092221677303
0.08380218269303441,0.07792272605001926
0.08428042847663164,0.08421213738620281
0.08364036725834012,0.09549702890217304
0.078397236764431,0.09072757884860039
0.0837383484467864,0.07660843804478645
0.08019163785502315,0.07564115896821022
0.0825188341550529,0.07676260359585285
0.08159593027085066,0.07809623144567013
0.08062473312020302,0.0912227239459753
0.08204050222411752,0.07728613540530205
0.07923842407763004,0.07438750006258488
0.07838743645697832,0.08821387030184269
0.08004036825150251,0.07735482789576054
0.07775594480335712,0.0843243058770895
0.08075293712317944,0.07433994673192501
0.07801725575700402,0.0741741843521595
0.07672859402373433,0.08813130855560303
0.08027870999649167,0.09121627360582352
